Place,Crime Category,Year,Amount
Málaga,    6.3.-Otros contra la seguridad colectiva,2017,71.0
Málaga,    6.3.-Otros contra la seguridad colectiva,2016,62.0
Málaga,    6.3.-Otros contra la seguridad colectiva,2015,60.0
Málaga,    6.3.-Otros contra la seguridad colectiva,2014,84.0
Málaga,    6.3.-Otros contra la seguridad colectiva,2013,80.0
Málaga,    6.3.-Otros contra la seguridad colectiva,2012,93.0
Málaga,    6.3.-Otros contra la seguridad colectiva,2011,100.0
Málaga,    6.3.-Otros contra la seguridad colectiva,2010,156.0
Málaga,    7. FALSEDADES,2022,1794.0
Málaga,    7. FALSEDADES,2021,1612.0
Málaga,    7. FALSEDADES,2020,1085.0
Málaga,    7. FALSEDADES,2019,1057.0
Málaga,    7. FALSEDADES,2018,979.0
Málaga,    7. FALSEDADES,2017,871.0
Málaga,    7. FALSEDADES,2016,936.0
Málaga,    7. FALSEDADES,2015,839.0
Málaga,    7. FALSEDADES,2014,771.0
Málaga,    7. FALSEDADES,2013,896.0
Málaga,    7. FALSEDADES,2012,1018.0
Málaga,    7. FALSEDADES,2011,1061.0
Málaga,    7. FALSEDADES,2010,1002.0
Málaga,    8. ADMÓN. PÚBLICA,2022,20.0
Málaga,    8. ADMÓN. PÚBLICA,2021,13.0
Málaga,    8. ADMÓN. PÚBLICA,2020,8.0
Málaga,    8. ADMÓN. PÚBLICA,2019,13.0
Málaga,    8. ADMÓN. PÚBLICA,2018,16.0
Málaga,    8. ADMÓN. PÚBLICA,2017,15.0
Málaga,    8. ADMÓN. PÚBLICA,2016,16.0
Málaga,    8. ADMÓN. PÚBLICA,2015,35.0
Málaga,    8. ADMÓN. PÚBLICA,2014,32.0
Málaga,    8. ADMÓN. PÚBLICA,2013,28.0
Málaga,    8. ADMÓN. PÚBLICA,2012,19.0
Málaga,    8. ADMÓN. PÚBLICA,2011,20.0
Málaga,    8. ADMÓN. PÚBLICA,2010,21.0
Málaga,    9. ADMÓN. JUSTICIA,2022,1640.0
Málaga,    9. ADMÓN. JUSTICIA,2021,1379.0
Málaga,    9. ADMÓN. JUSTICIA,2020,1395.0
Málaga,    9. ADMÓN. JUSTICIA,2019,1363.0
Málaga,    9. ADMÓN. JUSTICIA,2018,1359.0
Málaga,    9. ADMÓN. JUSTICIA,2017,1396.0
Málaga,    9. ADMÓN. JUSTICIA,2016,1245.0
Málaga,    9. ADMÓN. JUSTICIA,2015,1314.0
Málaga,    9. ADMÓN. JUSTICIA,2014,1367.0
Málaga,    9. ADMÓN. JUSTICIA,2013,1381.0
Málaga,    9. ADMÓN. JUSTICIA,2012,1514.0
Málaga,    9. ADMÓN. JUSTICIA,2011,1621.0
Málaga,    9. ADMÓN. JUSTICIA,2010,1333.0
Málaga,    10. ORDEN PÚBLICO,2022,1257.0
Málaga,    10. ORDEN PÚBLICO,2021,1203.0
Málaga,    10. ORDEN PÚBLICO,2020,1235.0
Málaga,    10. ORDEN PÚBLICO,2019,969.0
Málaga,    10. ORDEN PÚBLICO,2018,890.0
Málaga,    10. ORDEN PÚBLICO,2017,830.0
Málaga,    10. ORDEN PÚBLICO,2016,782.0
Málaga,    10. ORDEN PÚBLICO,2015,926.0
Málaga,    10. ORDEN PÚBLICO,2014,1268.0
Málaga,    10. ORDEN PÚBLICO,2013,1280.0
Málaga,    10. ORDEN PÚBLICO,2012,1307.0
Málaga,    10. ORDEN PÚBLICO,2011,1507.0
Málaga,    10. ORDEN PÚBLICO,2010,1503.0
Málaga,    11. LEGISLACIÓN ESPECIAL,2022,15.0
Málaga,    11. LEGISLACIÓN ESPECIAL,2021,20.0
Málaga,    11. LEGISLACIÓN ESPECIAL,2020,32.0
Málaga,    11. LEGISLACIÓN ESPECIAL,2019,23.0
Málaga,    11. LEGISLACIÓN ESPECIAL,2018,5.0
Málaga,    11. LEGISLACIÓN ESPECIAL,2017,3.0
Málaga,    11. LEGISLACIÓN ESPECIAL,2016,10.0
Málaga,    11. LEGISLACIÓN ESPECIAL,2015,7.0
Málaga,    11. LEGISLACIÓN ESPECIAL,2014,5.0
Málaga,    11. LEGISLACIÓN ESPECIAL,2013,4.0
Málaga,    11. LEGISLACIÓN ESPECIAL,2012,8.0
Málaga,    11. LEGISLACIÓN ESPECIAL,2011,7.0
Málaga,    11. LEGISLACIÓN ESPECIAL,2010,5.0
Málaga,    12. OTRAS INFRACCIONES PENALES,2022,453.0
Málaga,    12. OTRAS INFRACCIONES PENALES,2021,456.0
Málaga,    12. OTRAS INFRACCIONES PENALES,2020,399.0
Málaga,    12. OTRAS INFRACCIONES PENALES,2019,396.0
Málaga,    12. OTRAS INFRACCIONES PENALES,2018,387.0
Málaga,    12. OTRAS INFRACCIONES PENALES,2017,378.0
Málaga,    12. OTRAS INFRACCIONES PENALES,2016,351.0
Málaga,    12. OTRAS INFRACCIONES PENALES,2015,350.0
Málaga,    12. OTRAS INFRACCIONES PENALES,2014,393.0
Málaga,    12. OTRAS INFRACCIONES PENALES,2013,304.0
Málaga,    12. OTRAS INFRACCIONES PENALES,2012,310.0
Málaga,    12. OTRAS INFRACCIONES PENALES,2011,286.0
Málaga,    12. OTRAS INFRACCIONES PENALES,2010,313.0
Murcia,    1. CONTRA LAS PERSONAS,2022,7590.0
Murcia,    1. CONTRA LAS PERSONAS,2021,6658.0
Murcia,    1. CONTRA LAS PERSONAS,2020,5597.0
Murcia,    1. CONTRA LAS PERSONAS,2019,6237.0
Murcia,    1. CONTRA LAS PERSONAS,2018,6010.0
Murcia,    1. CONTRA LAS PERSONAS,2017,6033.0
Murcia,    1. CONTRA LAS PERSONAS,2016,5768.0
Murcia,    1. CONTRA LAS PERSONAS,2015,7534.0
Murcia,    1. CONTRA LAS PERSONAS,2014,8920.0
Murcia,    1. CONTRA LAS PERSONAS,2013,8457.0
Murcia,    1. CONTRA LAS PERSONAS,2012,9550.0
Murcia,    1. CONTRA LAS PERSONAS,2011,10017.0
Murcia,    1. CONTRA LAS PERSONAS,2010,9882.0
Murcia,    1.1.-Homicidios dolosos/asesinatos,2022,59.0
Murcia,    1.1.-Homicidios dolosos/asesinatos,2021,60.0
Murcia,    1.1.-Homicidios dolosos/asesinatos,2020,51.0
Murcia,    1.1.-Homicidios dolosos/asesinatos,2019,39.0
Murcia,    1.1.-Homicidios dolosos/asesinatos,2018,36.0
Murcia,    1.1.-Homicidios dolosos/asesinatos,2017,45.0
Murcia,    1.1.-Homicidios dolosos/asesinatos,2016,34.0
Murcia,    1.1.-Homicidios dolosos/asesinatos,2015,37.0
Murcia,    1.1.-Homicidios dolosos/asesinatos,2014,33.0
Murcia,    1.1.-Homicidios dolosos/asesinatos,2013,26.0
Murcia,    1.1.-Homicidios dolosos/asesinatos,2012,36.0
Murcia,    1.1.-Homicidios dolosos/asesinatos,2011,39.0
Murcia,    1.1.-Homicidios dolosos/asesinatos,2010,43.0
Murcia,    1.1.1.-Homicidios dolosos/asesinatos consumados,2022,8.0
Murcia,    1.1.1.-Homicidios dolosos/asesinatos consumados,2021,14.0
Murcia,    1.1.1.-Homicidios dolosos/asesinatos consumados,2020,10.0
Murcia,    1.1.1.-Homicidios dolosos/asesinatos consumados,2019,13.0
Murcia,    1.1.1.-Homicidios dolosos/asesinatos consumados,2018,11.0
Murcia,    1.1.1.-Homicidios dolosos/asesinatos consumados,2017,14.0
Murcia,    1.1.1.-Homicidios dolosos/asesinatos consumados,2016,12.0
Murcia,    1.1.1.-Homicidios dolosos/asesinatos consumados,2015,12.0
Murcia,    1.1.1.-Homicidios dolosos/asesinatos consumados,2014,8.0
Murcia,    1.1.1.-Homicidios dolosos/asesinatos consumados,2013,5.0
Murcia,    1.1.1.-Homicidios dolosos/asesinatos consumados,2012,10.0
Murcia,    1.1.1.-Homicidios dolosos/asesinatos consumados,2011,10.0
Murcia,    1.1.1.-Homicidios dolosos/asesinatos consumados,2010,15.0
Murcia,    1.2.-Lesiones,2022,4129.0
Murcia,    1.2.-Lesiones,2021,3484.0
Murcia,    1.2.-Lesiones,2020,2966.0
Murcia,    1.2.-Lesiones,2019,3449.0
Murcia,    1.2.-Lesiones,2018,3333.0
Murcia,    1.2.-Lesiones,2017,3379.0
Murcia,    1.2.-Lesiones,2016,3185.0
Murcia,    1.2.-Lesiones,2015,3241.0
Murcia,    1.2.-Lesiones,2014,3289.0
Murcia,    1.2.-Lesiones,2013,3209.0
Murcia,    1.2.-Lesiones,2012,3545.0
Murcia,    1.2.-Lesiones,2011,3727.0
Murcia,    1.2.-Lesiones,2010,3953.0
Murcia,    1.3.-Malos tratos ámbito familiar,2022,3290.0
Murcia,    1.3.-Malos tratos ámbito familiar,2021,3030.0
Murcia,    1.3.-Malos tratos ámbito familiar,2020,2504.0
Murcia,    1.3.-Malos tratos ámbito familiar,2019,2678.0
Murcia,    1.3.-Malos tratos ámbito familiar,2018,2580.0
Murcia,    1.3.-Malos tratos ámbito familiar,2017,2566.0
Murcia,    1.3.-Malos tratos ámbito familiar,2016,2510.0
Murcia,    1.3.-Malos tratos ámbito familiar,2015,2516.0
Murcia,    1.3.-Malos tratos ámbito familiar,2014,2400.0
Murcia,    1.3.-Malos tratos ámbito familiar,2013,2319.0
Murcia,    1.3.-Malos tratos ámbito familiar,2012,2415.0
Murcia,    1.3.-Malos tratos ámbito familiar,2011,2478.0
Murcia,    1.3.-Malos tratos ámbito familiar,2010,2391.0
Murcia,    1.4.-Otros contra las personas,2022,112.0
Murcia,    1.4.-Otros contra las personas,2021,84.0
Murcia,    1.4.-Otros contra las personas,2020,76.0
Murcia,    1.4.-Otros contra las personas,2019,71.0
Murcia,    1.4.-Otros contra las personas,2018,61.0
Murcia,    1.4.-Otros contra las personas,2017,43.0
Murcia,    1.4.-Otros contra las personas,2016,39.0
Murcia,    1.4.-Otros contra las personas,2015,1740.0
Murcia,    1.4.-Otros contra las personas,2014,3198.0
Murcia,    1.4.-Otros contra las personas,2013,2903.0
Murcia,    1.4.-Otros contra las personas,2012,3554.0
Murcia,    1.4.-Otros contra las personas,2011,3773.0
Murcia,    1.4.-Otros contra las personas,2010,3495.0
Murcia,    2. CONTRA LA LIBERTAD,2022,4748.0
Murcia,    2. CONTRA LA LIBERTAD,2021,4415.0
Murcia,    2. CONTRA LA LIBERTAD,2020,4019.0
Murcia,    2. CONTRA LA LIBERTAD,2019,3741.0
Murcia,    2. CONTRA LA LIBERTAD,2018,3414.0
Murcia,    2. CONTRA LA LIBERTAD,2017,3312.0
Murcia,    2. CONTRA LA LIBERTAD,2016,3032.0
Murcia,    2. CONTRA LA LIBERTAD,2015,2122.0
Murcia,    2. CONTRA LA LIBERTAD,2014,1169.0
Murcia,    2. CONTRA LA LIBERTAD,2013,1128.0
Murcia,    2. CONTRA LA LIBERTAD,2012,1191.0
Murcia,    2. CONTRA LA LIBERTAD,2011,1294.0
Murcia,    2. CONTRA LA LIBERTAD,2010,1169.0
Murcia,    2.1.-Malos tratos habituales en el ámbito familiar,2022,352.0
Murcia,    2.1.-Malos tratos habituales en el ámbito familiar,2021,354.0
Murcia,    2.1.-Malos tratos habituales en el ámbito familiar,2020,378.0
Murcia,    2.1.-Malos tratos habituales en el ámbito familiar,2019,364.0
Murcia,    2.1.-Malos tratos habituales en el ámbito familiar,2018,337.0
Murcia,    2.1.-Malos tratos habituales en el ámbito familiar,2017,317.0
Murcia,    2.1.-Malos tratos habituales en el ámbito familiar,2016,318.0
Murcia,    2.1.-Malos tratos habituales en el ámbito familiar,2015,329.0
Murcia,    2.1.-Malos tratos habituales en el ámbito familiar,2014,301.0
Murcia,    2.1.-Malos tratos habituales en el ámbito familiar,2013,306.0
Murcia,    2.1.-Malos tratos habituales en el ámbito familiar,2012,313.0
Murcia,    2.1.-Malos tratos habituales en el ámbito familiar,2011,389.0
Murcia,    2.1.-Malos tratos habituales en el ámbito familiar,2010,428.0
Murcia,    2.2.-Otros contra la libertad,2022,4396.0
Murcia,    2.2.-Otros contra la libertad,2021,4061.0
Murcia,    2.2.-Otros contra la libertad,2020,3641.0
Murcia,    2.2.-Otros contra la libertad,2019,3377.0
Murcia,    2.2.-Otros contra la libertad,2018,3077.0
Murcia,    2.2.-Otros contra la libertad,2017,2995.0
Murcia,    2.2.-Otros contra la libertad,2016,2714.0
Murcia,    2.2.-Otros contra la libertad,2015,1793.0
Murcia,    2.2.-Otros contra la libertad,2014,868.0
Murcia,    2.2.-Otros contra la libertad,2013,822.0
Murcia,    2.2.-Otros contra la libertad,2012,878.0
Murcia,    2.2.-Otros contra la libertad,2011,905.0
Murcia,    2.2.-Otros contra la libertad,2010,741.0
Murcia,    3. LIBERTAD SEXUAL,2022,620.0
Murcia,    3. LIBERTAD SEXUAL,2021,613.0
Murcia,    3. LIBERTAD SEXUAL,2020,505.0
Murcia,    3. LIBERTAD SEXUAL,2019,535.0
Murcia,    3. LIBERTAD SEXUAL,2018,478.0
Murcia,    3. LIBERTAD SEXUAL,2017,391.0
Murcia,    3. LIBERTAD SEXUAL,2016,379.0
Murcia,    3. LIBERTAD SEXUAL,2015,368.0
Murcia,    3. LIBERTAD SEXUAL,2014,377.0
Murcia,    3. LIBERTAD SEXUAL,2013,288.0
Murcia,    3. LIBERTAD SEXUAL,2012,285.0
Murcia,    3. LIBERTAD SEXUAL,2011,316.0
Murcia,    3. LIBERTAD SEXUAL,2010,288.0
Murcia,    3.1.-Agresión sexual,2022,436.0
Murcia,    3.1.-Agresión sexual,2021,395.0
Murcia,    3.1.-Agresión sexual,2020,296.0
Murcia,    3.1.-Agresión sexual,2019,341.0
Murcia,    3.1.-Agresión sexual,2018,312.0
Murcia,    3.1.-Agresión sexual,2017,240.0
Murcia,    3.1.-Agresión sexual,2016,229.0
Murcia,    3.1.-Agresión sexual,2015,197.0
Murcia,    3.1.-Agresión sexual,2014,207.0
Murcia,    3.1.-Agresión sexual,2013,152.0
Murcia,    3.1.-Agresión sexual,2012,160.0
Murcia,    3.1.-Agresión sexual,2011,186.0
Murcia,    3.1.-Agresión sexual,2010,146.0
Murcia,    3.2.-Agresión sexual con penetración,2022,93.0
Murcia,    3.2.-Agresión sexual con penetración,2021,110.0
Murcia,    3.2.-Agresión sexual con penetración,2020,94.0
Murcia,    3.2.-Agresión sexual con penetración,2019,73.0
Murcia,    3.2.-Agresión sexual con penetración,2018,68.0
Murcia,    3.2.-Agresión sexual con penetración,2017,59.0
Murcia,    3.2.-Agresión sexual con penetración,2016,51.0
Murcia,    3.2.-Agresión sexual con penetración,2015,53.0
Murcia,    3.2.-Agresión sexual con penetración,2014,59.0
Murcia,    3.2.-Agresión sexual con penetración,2013,55.0
Murcia,    3.2.-Agresión sexual con penetración,2012,59.0
Murcia,    3.2.-Agresión sexual con penetración,2011,62.0
Murcia,    3.2.-Agresión sexual con penetración,2010,63.0
Murcia,    3.3.-Corrupción de menores o incapacitados,2022,7.0
Murcia,    3.3.-Corrupción de menores o incapacitados,2021,16.0
Murcia,    3.3.-Corrupción de menores o incapacitados,2020,14.0
Murcia,    3.3.-Corrupción de menores o incapacitados,2019,18.0
Murcia,    3.3.-Corrupción de menores o incapacitados,2018,15.0
Murcia,    3.3.-Corrupción de menores o incapacitados,2017,7.0
Murcia,    3.3.-Corrupción de menores o incapacitados,2016,14.0
Murcia,    3.3.-Corrupción de menores o incapacitados,2015,17.0
Murcia,    3.3.-Corrupción de menores o incapacitados,2014,18.0
Murcia,    3.3.-Corrupción de menores o incapacitados,2013,4.0
Murcia,    3.3.-Corrupción de menores o incapacitados,2012,7.0
Murcia,    3.3.-Corrupción de menores o incapacitados,2011,3.0
Murcia,    3.3.-Corrupción de menores o incapacitados,2010,14.0
Murcia,    3.4.-Pornografía de menores,2022,20.0
Murcia,    3.4.-Pornografía de menores,2021,27.0
Murcia,    3.4.-Pornografía de menores,2020,32.0
Murcia,    3.4.-Pornografía de menores,2019,27.0
Murcia,    3.4.-Pornografía de menores,2018,14.0
Murcia,    3.4.-Pornografía de menores,2017,18.0
Murcia,    3.4.-Pornografía de menores,2016,16.0
Murcia,    3.4.-Pornografía de menores,2015,22.0
Murcia,    3.4.-Pornografía de menores,2014,14.0
Murcia,    3.4.-Pornografía de menores,2013,10.0
Murcia,    3.4.-Pornografía de menores,2012,10.0
Murcia,    3.4.-Pornografía de menores,2011,14.0
Murcia,    3.4.-Pornografía de menores,2010,9.0
Murcia,    3.5.-Otros contra la libertad sexual,2022,64.0
Murcia,    3.5.-Otros contra la libertad sexual,2021,65.0
Murcia,    3.5.-Otros contra la libertad sexual,2020,69.0
Murcia,    3.5.-Otros contra la libertad sexual,2019,76.0
Murcia,    3.5.-Otros contra la libertad sexual,2018,69.0
Murcia,    3.5.-Otros contra la libertad sexual,2017,67.0
Murcia,    3.5.-Otros contra la libertad sexual,2016,69.0
Murcia,    3.5.-Otros contra la libertad sexual,2015,79.0
Murcia,    3.5.-Otros contra la libertad sexual,2014,79.0
Murcia,    3.5.-Otros contra la libertad sexual,2013,67.0
Murcia,    3.5.-Otros contra la libertad sexual,2012,49.0
Murcia,    3.5.-Otros contra la libertad sexual,2011,51.0
Murcia,    3.5.-Otros contra la libertad sexual,2010,56.0
Murcia,    4. RELACIONES FAMILIARES,2022,592.0
Murcia,    4. RELACIONES FAMILIARES,2021,615.0
Murcia,    4. RELACIONES FAMILIARES,2020,534.0
Murcia,    4. RELACIONES FAMILIARES,2019,552.0
Murcia,    4. RELACIONES FAMILIARES,2018,588.0
Murcia,    4. RELACIONES FAMILIARES,2017,570.0
Murcia,    4. RELACIONES FAMILIARES,2016,535.0
Murcia,    4. RELACIONES FAMILIARES,2015,581.0
Murcia,    4. RELACIONES FAMILIARES,2014,573.0
Murcia,    4. RELACIONES FAMILIARES,2013,493.0
Murcia,    4. RELACIONES FAMILIARES,2012,571.0
Murcia,    4. RELACIONES FAMILIARES,2011,505.0
Murcia,    4. RELACIONES FAMILIARES,2010,490.0
Murcia,    5. PATRIMONIO,2022,49030.0
Murcia,    5. PATRIMONIO,2021,40153.0
Murcia,    5. PATRIMONIO,2020,35539.0
Murcia,    5. PATRIMONIO,2019,41700.0
Murcia,    5. PATRIMONIO,2018,40812.0
Murcia,    5. PATRIMONIO,2017,38611.0
Murcia,    5. PATRIMONIO,2016,38128.0
Murcia,    5. PATRIMONIO,2015,39276.0
Murcia,    5. PATRIMONIO,2014,37824.0
Murcia,    5. PATRIMONIO,2013,40564.0
Murcia,    5. PATRIMONIO,2012,41734.0
Murcia,    5. PATRIMONIO,2011,41304.0
Murcia,    5. PATRIMONIO,2010,41988.0
Murcia,    5.1.-Hurtos,2022,15475.0
Murcia,    5.1.-Hurtos,2021,11925.0
Murcia,    5.1.-Hurtos,2020,9925.0
Murcia,    5.1.-Hurtos,2019,15138.0
Murcia,    5.1.-Hurtos,2018,14888.0
Murcia,    5.1.-Hurtos,2017,15261.0
Murcia,    5.1.-Hurtos,2016,15735.0
Murcia,    5.1.-Hurtos,2015,16697.0
Murcia,    5.1.-Hurtos,2014,15551.0
Murcia,    5.1.-Hurtos,2013,17166.0
Murcia,    5.1.-Hurtos,2012,17034.0
Murcia,    5.1.-Hurtos,2011,16390.0
Murcia,    5.1.-Hurtos,2010,16128.0
Murcia,    5.2.-Robos con fuerza en las cosas,2022,10214.0
Murcia,    5.2.-Robos con fuerza en las cosas,2021,9127.0
Murcia,    5.2.-Robos con fuerza en las cosas,2020,8287.0
Murcia,    5.2.-Robos con fuerza en las cosas,2019,10780.0
Murcia,    5.2.-Robos con fuerza en las cosas,2018,11206.0
Murcia,    5.2.-Robos con fuerza en las cosas,2017,11571.0
Murcia,    5.2.-Robos con fuerza en las cosas,2016,11120.0
Murcia,    5.2.-Robos con fuerza en las cosas,2015,11376.0
Murcia,    5.2.-Robos con fuerza en las cosas,2014,11745.0
Murcia,    5.2.-Robos con fuerza en las cosas,2013,12637.0
Murcia,    5.2.-Robos con fuerza en las cosas,2012,12954.0
Murcia,    5.2.-Robos con fuerza en las cosas,2011,13165.0
Murcia,    5.2.-Robos con fuerza en las cosas,2010,13907.0
Murcia,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2022,2922.0
Murcia,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2021,2940.0
Murcia,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2020,2352.0
Murcia,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2019,2902.0
Murcia,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2018,2805.0
Murcia,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2017,3223.0
Murcia,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2016,3099.0
Murcia,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2015,2885.0
Murcia,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2014,2635.0
Murcia,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2013,2898.0
Murcia,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2012,3030.0
Murcia,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2011,3883.0
Murcia,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2010,2365.0
Murcia,    5.2.2.-Robos con fuerza en viviendas,2022,4001.0
Murcia,    5.2.2.-Robos con fuerza en viviendas,2021,3793.0
Murcia,    5.2.2.-Robos con fuerza en viviendas,2020,3796.0
Murcia,    5.2.2.-Robos con fuerza en viviendas,2019,5017.0
Murcia,    5.2.2.-Robos con fuerza en viviendas,2018,5662.0
Murcia,    5.2.2.-Robos con fuerza en viviendas,2017,5826.0
Murcia,    5.2.2.-Robos con fuerza en viviendas,2016,5370.0
Murcia,    5.2.2.-Robos con fuerza en viviendas,2015,5068.0
Murcia,    5.2.2.-Robos con fuerza en viviendas,2014,5429.0
Murcia,    5.2.2.-Robos con fuerza en viviendas,2013,5878.0
Murcia,    5.2.2.-Robos con fuerza en viviendas,2012,5534.0
Murcia,    5.2.2.-Robos con fuerza en viviendas,2011,4228.0
Murcia,    5.2.2.-Robos con fuerza en viviendas,2010,4972.0
Murcia,    5.2.3.-Robos con fuerza en establecimientos,2022,1306.0
Murcia,    5.2.3.-Robos con fuerza en establecimientos,2021,1028.0
Murcia,    5.2.3.-Robos con fuerza en establecimientos,2020,859.0
Murcia,    5.2.3.-Robos con fuerza en establecimientos,2019,1096.0
Murcia,    5.2.3.-Robos con fuerza en establecimientos,2018,1073.0
Murcia,    5.2.3.-Robos con fuerza en establecimientos,2017,1105.0
Murcia,    5.2.3.-Robos con fuerza en establecimientos,2016,1173.0
Murcia,    5.2.3.-Robos con fuerza en establecimientos,2015,1319.0
Murcia,    5.2.3.-Robos con fuerza en establecimientos,2014,1616.0
Murcia,    5.2.3.-Robos con fuerza en establecimientos,2013,1372.0
Murcia,    5.2.3.-Robos con fuerza en establecimientos,2012,1668.0
Murcia,    5.2.3.-Robos con fuerza en establecimientos,2011,1454.0
Murcia,    5.2.3.-Robos con fuerza en establecimientos,2010,1433.0
Murcia,    5.3.-Robos con violencia o intimidación,2022,1999.0
Murcia,    5.3.-Robos con violencia o intimidación,2021,1375.0
Murcia,    5.3.-Robos con violencia o intimidación,2020,1207.0
